Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
8582,Taylor Hendricks,2023-12-08,20-016,UTA,,LAC,L 103-117,,12,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,0,0,0,1,0,1,0,0,-2.1,-19.5,4,G,hendrita0
8583,Taylor Hendricks,2023-12-11,20-019,UTA,@,OKC,L 120-134,,26,3,6,.500,2,2,1.000,1,4,.250,1,1,1.000,.621,0,2,2,2,1,1,0,2,8,7.9,-1.8,5,G,hendrita0
8584,Taylor Hendricks,2023-12-13,20-021,UTA,,NYK,W 117-113,,20,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,2,2,4,1,2,1,1,3,5,4.1,-1.7,25,G,hendrita0
8585,Taylor Hendricks,2023-12-14,20-022,UTA,@,POR,W 122-114,,25,4,9,.444,2,4,.500,2,5,.400,0,0,,.556,3,4,7,0,1,0,2,1,10,7.2,-7.8,-21,G,hendrita0
8586,Taylor Hendricks,2023-12-16,20-024,UTA,@,SAC,L 104-125,,21,3,8,.375,1,3,.333,2,5,.400,4,5,.800,.588,1,2,3,1,1,0,0,0,12,10.2,1.5,8,G,hendrita0
8587,Taylor Hendricks,2023-12-18,20-026,UTA,,BRK,W 125-108,,7,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,2,2,1,0,0,1,1,0,-0.8,-13.3,-8,G,hendrita0
8588,Taylor Hendricks,2023-12-21,20-029,UTA,@,DET,W 119-111,,16,3,5,.600,2,3,.667,1,2,.500,0,0,,.700,3,1,4,0,0,1,0,0,7,7.8,1.6,7,G,hendrita0
8589,Taylor Hendricks,2023-12-26,20-034,UTA,@,SAS,W 130-118,,2,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,1,1,0,0,0,1,0,0,-2.8,-88.8,-7,G,hendrita0
8590,Taylor Hendricks,2024-01-10,20-049,UTA,,DEN,W 124-111,,3,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,1,1,0,0,-1.0,-24.6,-5,G,hendrita0
8591,Taylor Hendricks,2024-01-12,20-051,UTA,,TOR,W 145-113,,4,2,2,1.000,0,0,,2,2,1.000,0,0,,1.500,0,1,1,1,1,0,0,1,6,7.0,66.8,5,G,hendrita0
8592,Taylor Hendricks,2024-02-08,20-078,UTA,@,PHO,L 115-129,,18,1,5,.200,0,3,.000,1,2,.500,0,0,,.300,2,6,8,1,0,1,2,1,3,2.1,-10.1,-13,G,hendrita0
8593,Taylor Hendricks,2024-02-12,20-082,UTA,,GSW,L 107-129,,19,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,4,4,0,0,1,2,4,0,-3.1,-16.9,-2,G,hendrita0
8594,Taylor Hendricks,2024-02-14,20-084,UTA,,LAL,L 122-138,,16,4,9,.444,3,3,1.000,1,6,.167,0,0,,.500,2,3,5,1,0,0,0,2,9,6.5,-5.0,-1,G,hendrita0
8595,Taylor Hendricks,2024-02-15,20-085,UTA,,GSW,L 137-140,,16,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,1,2,3,0,2,0,2,0,3,4.0,-0.6,-12,G,hendrita0
8596,Taylor Hendricks,2024-02-22,20-092,UTA,,CHO,L 107-115,*,26,5,9,.556,4,4,1.000,1,5,.200,1,1,1.000,.636,4,5,9,1,0,0,0,2,12,11.9,2.8,10,G,hendrita0
8597,Taylor Hendricks,2024-02-25,20-095,UTA,,SAS,W 128-109,*,26,4,8,.500,3,3,1.000,1,5,.200,0,0,,.563,1,2,3,0,0,1,0,6,9,4.6,-9.0,12,G,hendrita0
8598,Taylor Hendricks,2024-02-27,20-097,UTA,@,ATL,L 97-124,*,29,3,8,.375,1,4,.250,2,4,.500,0,0,,.500,0,8,8,1,2,0,0,3,8,7.5,-1.9,-9,G,hendrita0
8599,Taylor Hendricks,2024-02-29,20-099,UTA,@,ORL,L 107-115,*,27,3,6,.500,1,2,.500,2,4,.500,2,2,1.000,.727,2,5,7,1,1,1,1,4,10,9.7,2.1,-4,G,hendrita0
8600,Taylor Hendricks,2024-03-02,20-101,UTA,@,MIA,L 120-126,*,29,4,7,.571,4,5,.800,0,2,.000,0,0,,.571,4,9,13,1,0,2,1,3,8,10.1,-2.0,-16,G,hendrita0
8601,Taylor Hendricks,2024-03-04,20-103,UTA,,WAS,W 127-115,*,14,3,3,1.000,1,1,1.000,2,2,1.000,0,0,,1.333,0,2,2,1,0,0,0,3,8,7.2,6.9,1,G,hendrita0
8602,Taylor Hendricks,2024-03-15,20-114,UTA,,ATL,W 124-122,*,19,1,7,.143,1,4,.250,0,3,.000,1,2,.500,.190,2,8,10,0,0,3,0,5,3,2.0,-15.0,1,G,hendrita0
8603,Taylor Hendricks,2024-03-16,20-115,UTA,,MIN,L 100-119,*,33,5,12,.417,3,5,.600,2,7,.286,3,4,.750,.545,1,9,10,1,1,1,1,1,15,12.6,0.4,-23,G,hendrita0
8604,Taylor Hendricks,2024-03-18,20-117,UTA,,MIN,L 104-114,*,28,3,6,.500,1,2,.500,2,4,.500,0,0,,.667,0,6,6,1,1,1,0,1,8,8.8,3.8,1,G,hendrita0
8605,Taylor Hendricks,2024-03-20,20-119,UTA,@,OKC,L 107-119,*,24,3,6,.500,1,1,1.000,2,5,.400,4,4,1.000,.773,3,1,4,1,0,3,0,3,12,13.0,9.4,-22,G,hendrita0
8606,Taylor Hendricks,2024-03-21,20-120,UTA,@,DAL,L 97-113,*,28,2,4,.500,1,1,1.000,1,3,.333,0,0,,.625,0,2,2,0,1,0,1,5,5,1.6,-5.8,-7,G,hendrita0
8607,Taylor Hendricks,2024-03-23,20-122,UTA,@,HOU,L 119-147,*,27,4,9,.444,3,5,.600,1,4,.250,0,0,,.500,1,5,6,0,0,1,1,3,9,5.0,-10.7,-17,G,hendrita0
8608,Tyler Herro,2023-10-25,23-278,MIA,,DET,W 103-102,*,35,7,24,.292,5,17,.294,2,7,.286,0,0,,.333,0,2,2,3,3,0,2,1,16,5.3,-8.1,6,G,herroty01
8609,Tyler Herro,2023-10-27,23-280,MIA,@,BOS,L 111-119,*,40,10,20,.500,5,8,.625,5,12,.417,3,3,1.000,.657,1,5,6,6,1,0,3,2,28,21.6,6.1,-1,G,herroty01
8610,Tyler Herro,2023-10-28,23-281,MIA,@,MIN,L 90-106,*,40,8,23,.348,4,13,.308,4,10,.400,2,2,1.000,.461,0,5,5,4,0,0,0,1,22,13.0,1.0,-16,G,herroty01
8611,Tyler Herro,2023-10-30,23-283,MIA,@,MIL,L 114-122,*,42,12,21,.571,10,16,.625,2,5,.400,9,10,.900,.689,1,7,8,3,1,0,3,1,35,27.2,3.7,-3,G,herroty01
8612,Tyler Herro,2023-11-01,23-285,MIA,,BRK,L 105-109,*,36,12,23,.522,6,13,.462,6,10,.600,0,1,.000,.640,0,3,3,5,0,0,3,2,30,18.9,6.1,-1,G,herroty01
8613,Tyler Herro,2023-11-03,23-287,MIA,,WAS,W 121-114,*,37,9,17,.529,5,10,.500,4,7,.571,2,2,1.000,.671,0,10,10,9,2,0,3,3,24,22.8,5.0,7,G,herroty01
8614,Tyler Herro,2023-11-06,23-290,MIA,,LAL,W 108-107,*,34,8,20,.400,6,10,.600,2,10,.200,4,4,1.000,.506,1,4,5,5,3,0,6,1,22,13.2,-3.1,-9,G,herroty01
8615,Tyler Herro,2023-11-08,23-292,MIA,@,MEM,W 108-102,*,8,2,4,.500,2,4,.500,0,0,,2,3,.667,.564,0,1,1,2,1,0,0,2,6,5.5,9.8,6,G,herroty01
8616,Tyler Herro,2023-12-18,23-332,MIA,,MIN,L 108-112,*,33,10,18,.556,9,12,.750,1,6,.167,4,4,1.000,.633,1,2,3,2,2,0,2,1,25,18.7,3.8,-1,G,herroty01
8617,Tyler Herro,2023-12-20,23-334,MIA,@,ORL,W 115-106,*,36,10,17,.588,6,12,.500,4,5,.800,4,4,1.000,.746,1,7,8,7,0,0,4,1,28,23.4,8.7,10,G,herroty01
8618,Tyler Herro,2023-12-22,23-336,MIA,,ATL,W 122-113,*,34,11,21,.524,4,8,.500,7,13,.538,1,2,.500,.686,0,7,7,2,1,0,4,1,30,19.4,5.2,7,G,herroty01
8619,Tyler Herro,2023-12-25,23-339,MIA,,PHI,W 119-113,*,38,8,25,.320,4,14,.286,4,11,.364,2,3,.667,.418,2,4,6,5,1,1,4,1,22,10.7,-7.6,-5,G,herroty01
8620,Tyler Herro,2023-12-28,23-342,MIA,@,GSW,W 114-102,*,31,10,18,.556,7,11,.636,3,7,.429,3,4,.750,.658,0,7,7,2,1,0,2,0,26,19.5,7.1,11,G,herroty01
8621,Tyler Herro,2023-12-30,23-344,MIA,@,UTA,L 109-117,*,39,9,22,.409,7,15,.467,2,7,.286,5,5,1.000,.517,2,4,6,6,1,1,1,2,25,19.9,3.2,-1,G,herroty01
8622,Tyler Herro,2024-01-01,23-346,MIA,@,LAC,L 104-121,*,35,4,13,.308,0,5,.000,4,8,.500,0,0,,.462,0,6,6,6,2,0,3,1,12,9.1,-1.4,-29,G,herroty01
8623,Tyler Herro,2024-01-03,23-348,MIA,@,LAL,W 110-96,*,28,7,19,.368,3,11,.273,4,8,.500,3,3,1.000,.517,0,6,6,4,3,0,2,3,21,14.9,5.2,5,G,herroty01
8624,Tyler Herro,2024-01-05,23-350,MIA,@,PHO,L 97-113,*,35,4,17,.235,3,10,.300,1,7,.143,0,0,,.265,0,4,4,6,0,0,1,2,9,2.3,-10.9,-25,G,herroty01
8625,Tyler Herro,2024-01-08,23-353,MIA,,HOU,W 120-113,*,34,10,20,.500,5,10,.500,5,10,.500,3,3,1.000,.657,2,1,3,3,0,0,1,2,28,20.0,3.1,1,G,herroty01
8626,Tyler Herro,2024-01-10,23-355,MIA,,OKC,L 120-128,*,37,7,21,.333,6,16,.375,1,5,.200,2,4,.500,.373,0,5,5,6,3,0,1,1,17,11.6,-5.6,9,G,herroty01
8627,Tyler Herro,2024-01-14,23-359,MIA,,CHO,W 104-87,*,28,7,15,.467,3,6,.500,4,9,.444,3,4,.750,.626,1,6,7,4,1,0,3,1,21,15.8,5.4,12,G,herroty01
8628,Tyler Herro,2024-01-15,23-360,MIA,@,BRK,W 96-95 (OT),*,38,11,22,.500,7,11,.636,4,11,.364,3,4,.750,.610,1,10,11,2,0,0,4,3,29,17.5,4.7,16,G,herroty01
8629,Tyler Herro,2024-01-17,23-362,MIA,@,TOR,L 97-121,*,32,7,20,.350,5,11,.455,2,9,.222,0,0,,.400,1,6,7,3,0,0,3,2,16,5.6,-10.7,-8,G,herroty01
8630,Tyler Herro,2024-01-19,23-364,MIA,,ATL,L 108-109,*,35,10,19,.526,6,10,.600,4,9,.444,1,1,1.000,.643,0,6,6,2,1,0,2,4,25,16.3,2.5,0,G,herroty01
8631,Tyler Herro,2024-01-21,24-001,MIA,@,ORL,L 87-105,*,33,4,14,.286,0,3,.000,4,11,.364,0,0,,.429,1,0,1,2,1,0,2,1,12,4.5,-5.0,-16,G,herroty01
8632,Tyler Herro,2024-01-24,24-004,MIA,,MEM,L 96-105,*,38,8,15,.533,6,9,.667,2,6,.333,0,0,,.600,0,6,6,3,0,0,4,1,18,10.2,-4.8,-9,G,herroty01
8633,Tyler Herro,2024-01-25,24-005,MIA,,BOS,L 110-143,*,29,7,14,.500,2,4,.500,5,10,.500,0,0,,.679,0,3,3,6,1,0,1,0,19,17.1,8.6,-24,G,herroty01
8634,Tyler Herro,2024-01-27,24-007,MIA,@,NYK,L 109-125,*,35,7,18,.389,3,7,.429,4,11,.364,0,0,,.500,0,1,1,3,0,0,1,2,18,8.8,-6.7,-17,G,herroty01
8635,Tyler Herro,2024-01-29,24-009,MIA,,PHO,L 105-118,*,34,5,18,.278,0,6,.000,5,12,.417,2,2,1.000,.450,0,6,6,4,0,0,0,1,17,10.6,-1.4,6,G,herroty01
8636,Tyler Herro,2024-01-31,24-011,MIA,,SAC,W 115-106,*,31,4,9,.444,2,5,.400,2,4,.500,4,6,.667,.601,1,7,8,8,0,0,2,1,14,14.5,2.4,-1,G,herroty01
8637,Tyler Herro,2024-02-02,24-013,MIA,@,WAS,W 110-102,*,32,6,19,.316,3,11,.273,3,8,.375,0,0,,.395,0,4,4,5,0,0,2,2,15,6.0,-5.2,-3,G,herroty01
8638,Tyler Herro,2024-02-06,24-017,MIA,,ORL,W 121-95,*,26,6,13,.462,4,8,.500,2,5,.400,0,0,,.538,0,3,3,4,0,0,1,0,14,10.0,-0.7,22,G,herroty01
8639,Tyler Herro,2024-02-07,24-018,MIA,,SAS,W 116-104,*,29,10,15,.667,6,8,.750,4,7,.571,0,0,,.800,1,5,6,7,0,0,1,1,24,23.2,15.1,16,G,herroty01
8640,Tyler Herro,2024-02-11,24-022,MIA,,BOS,L 106-110,*,39,10,21,.476,6,9,.667,4,12,.333,0,0,,.571,0,5,5,4,0,0,1,1,24,16.2,4.4,-4,G,herroty01
8641,Tyler Herro,2024-02-13,24-024,MIA,@,MIL,W 123-97,*,30,7,16,.438,4,8,.500,3,8,.375,2,2,1.000,.563,0,3,3,5,0,0,1,0,19,14.0,-1.0,15,G,herroty01
8642,Tyler Herro,2024-02-14,24-025,MIA,@,PHI,W 109-104,*,38,10,23,.435,9,15,.600,1,8,.125,2,3,.667,.473,1,6,7,7,0,0,3,1,23,14.5,-4.5,-1,G,herroty01
8643,Tyler Herro,2024-02-23,24-034,MIA,@,NOP,W 106-95,*,31,6,14,.429,3,9,.333,3,5,.600,0,0,,.536,0,6,6,3,0,1,1,2,15,10.4,0.8,2,G,herroty01
8644,Buddy Hield,2023-10-25,30-312,IND,,WAS,W 143-120,,25,5,9,.556,1,2,.500,4,7,.571,0,0,,.778,0,2,2,5,1,1,1,0,14,14.5,9.0,15,G-F,hieldbu01
8645,Buddy Hield,2023-10-28,30-315,IND,@,CLE,W 125-113,,19,4,12,.333,2,5,.400,2,7,.286,0,0,,.417,0,1,1,4,0,1,1,1,10,5.6,-3.2,6,G-F,hieldbu01
8646,Buddy Hield,2023-10-30,30-317,IND,,CHI,L 105-112,,19,4,12,.333,1,4,.250,3,8,.375,0,0,,.458,3,2,5,4,0,0,2,0,11,7.7,2.9,-2,G-F,hieldbu01
8647,Buddy Hield,2023-11-01,30-319,IND,@,BOS,L 104-155,,24,3,8,.375,2,4,.500,1,4,.250,0,0,,.438,1,3,4,5,1,0,1,3,7,6.5,-3.8,-16,G-F,hieldbu01
8648,Buddy Hield,2023-11-03,30-321,IND,,CLE,W 121-116,,30,5,9,.556,1,2,.500,4,7,.571,0,0,,.778,0,5,5,2,0,1,1,2,14,11.5,4.8,16,G-F,hieldbu01
8649,Buddy Hield,2023-11-04,30-322,IND,,CHO,L 124-125,,26,7,15,.467,2,2,1.000,5,13,.385,0,1,.000,.615,2,4,6,2,0,2,2,1,19,13.9,3.0,-1,G-F,hieldbu01
8650,Buddy Hield,2023-11-06,30-324,IND,,SAS,W 152-111,,21,7,8,.875,2,2,1.000,5,6,.833,0,0,,1.188,0,2,2,2,1,0,4,1,19,14.8,12.4,22,G-F,hieldbu01
8651,Buddy Hield,2023-11-08,30-326,IND,,UTA,W 134-118,,22,4,16,.250,2,4,.500,2,12,.167,0,0,,.313,0,3,3,1,1,1,1,2,10,1.9,-15.2,10,G-F,hieldbu01
8652,Buddy Hield,2023-11-09,30-327,IND,,MIL,W 126-124,,22,4,14,.286,2,3,.667,2,11,.182,1,1,1.000,.381,0,2,2,2,1,0,2,3,11,2.6,-14.2,-21,G-F,hieldbu01
8653,Buddy Hield,2023-11-12,30-330,IND,@,PHI,L 126-137,,21,6,14,.429,2,6,.333,4,8,.500,0,0,,.571,1,3,4,3,1,1,0,0,16,14.0,7.4,-1,G-F,hieldbu01
8654,Buddy Hield,2023-11-14,30-332,IND,@,PHI,W 132-126,,29,1,5,.200,1,2,.500,0,3,.000,0,0,,.200,0,2,2,1,1,0,5,2,2,-4.6,-15.4,10,G-F,hieldbu01
8655,Buddy Hield,2023-11-19,30-337,IND,,ORL,L 116-128,,15,1,4,.250,0,0,,1,4,.250,0,0,,.375,0,1,1,2,0,0,1,4,3,-0.3,-10.4,-15,G-F,hieldbu01
8656,Buddy Hield,2023-11-21,30-339,IND,@,ATL,W 157-152,*,31,9,11,.818,3,5,.600,6,6,1.000,0,0,,1.091,1,1,2,1,0,0,1,3,24,19.4,6.0,20,G-F,hieldbu01
8657,Buddy Hield,2023-11-22,30-340,IND,,TOR,L 131-132,*,35,12,17,.706,5,5,1.000,7,12,.583,0,0,,.912,0,2,2,5,2,1,1,2,31,28.9,15.2,10,G-F,hieldbu01
8658,Buddy Hield,2023-11-24,30-342,IND,,DET,W 136-113,*,28,6,11,.545,3,5,.600,3,6,.500,3,3,1.000,.731,0,4,4,0,0,0,0,2,18,13.1,1.9,-7,G-F,hieldbu01
8659,Buddy Hield,2023-11-27,30-345,IND,,POR,L 110-114,*,24,3,10,.300,2,4,.500,1,6,.167,2,2,1.000,.414,0,1,1,3,1,1,2,1,9,4.9,-3.9,4,G-F,hieldbu01
8660,Buddy Hield,2023-11-30,30-348,IND,@,MIA,L 132-142,*,31,5,16,.313,3,5,.600,2,11,.182,0,0,,.375,1,4,5,5,1,2,1,6,12,7.2,-6.5,-13,G-F,hieldbu01
8661,Buddy Hield,2023-12-02,30-350,IND,@,MIA,W 144-129,*,24,3,7,.429,2,3,.667,1,4,.250,0,0,,.500,0,1,1,2,2,0,1,3,7,4.8,-6.8,20,G-F,hieldbu01
8662,Buddy Hield,2023-12-04,30-352,IND,,BOS,W 122-112,*,32,7,11,.636,3,5,.600,4,6,.667,3,4,.750,.823,2,0,2,2,2,0,1,2,21,18.7,9.8,29,G-F,hieldbu01
8663,Buddy Hield,2023-12-07,30-355,IND,@,MIL,W 128-119,*,30,3,11,.273,3,5,.600,0,6,.000,2,2,1.000,.337,4,7,11,2,2,1,2,3,8,7.3,-5.5,0,G-F,hieldbu01
8664,Buddy Hield,2023-12-11,30-359,IND,@,DET,W 131-123,*,31,6,9,.667,2,2,1.000,4,7,.571,0,0,,.889,0,3,3,2,1,0,0,1,16,15.0,6.6,2,G-F,hieldbu01
8665,Buddy Hield,2023-12-13,30-361,IND,@,MIL,L 126-140,*,27,3,9,.333,2,3,.667,1,6,.167,0,0,,.389,2,1,3,2,0,0,1,1,7,3.6,-6.9,-10,G-F,hieldbu01
8666,Buddy Hield,2023-12-15,30-363,IND,@,WAS,L 123-137,*,27,4,14,.286,1,3,.333,3,11,.273,0,0,,.393,0,3,3,3,2,3,2,1,11,7.5,-1.7,-15,G-F,hieldbu01
8667,Buddy Hield,2023-12-16,30-364,IND,@,MIN,L 109-127,*,18,0,4,.000,0,1,.000,0,3,.000,0,0,,.000,0,1,1,2,0,0,3,1,0,-4.5,-24.6,-11,G-F,hieldbu01
8668,Buddy Hield,2023-12-18,31-001,IND,,LAC,L 127-151,*,30,5,9,.556,2,2,1.000,3,7,.429,1,2,.500,.709,0,0,0,4,0,1,2,2,14,10.0,-2.9,-12,G-F,hieldbu01
8669,Buddy Hield,2023-12-20,31-003,IND,,CHO,W 144-113,*,26,8,13,.615,4,5,.800,4,8,.500,5,5,1.000,.822,2,2,4,3,1,3,2,2,25,23.5,12.9,10,G-F,hieldbu01
8670,Buddy Hield,2023-12-21,31-004,IND,@,MEM,L 103-116,*,32,5,14,.357,0,1,.000,5,13,.385,0,0,,.536,2,4,6,4,2,0,2,2,15,11.8,1.7,4,G-F,hieldbu01
8671,Buddy Hield,2023-12-23,31-006,IND,,ORL,L 110-117,*,38,7,15,.467,2,4,.500,5,11,.455,1,1,1.000,.648,1,6,7,1,1,1,2,4,20,13.6,0.9,11,G-F,hieldbu01
8672,Buddy Hield,2023-12-26,31-009,IND,@,HOU,W 123-117,,33,4,14,.286,1,3,.333,3,11,.273,0,0,,.393,1,4,5,5,0,0,0,1,11,7.8,-3.5,-10,G-F,hieldbu01
8673,Buddy Hield,2023-12-28,31-011,IND,@,CHI,W 120-104,,33,7,13,.538,2,3,.667,5,10,.500,0,0,,.731,0,6,6,2,1,1,3,3,19,13.4,2.9,22,G-F,hieldbu01
8674,Buddy Hield,2023-12-30,31-013,IND,,NYK,W 140-126,,18,2,3,.667,1,1,1.000,1,2,.500,1,1,1.000,.872,0,2,2,1,1,0,1,1,6,5.6,-0.3,4,G-F,hieldbu01
8675,Buddy Hield,2024-01-01,31-015,IND,@,MIL,W 122-113,,21,0,6,.000,0,2,.000,0,4,.000,0,0,,.000,2,1,3,0,0,0,0,2,0,-3.3,-15.7,4,G-F,hieldbu01
8676,Buddy Hield,2024-01-03,31-017,IND,,MIL,W 142-130,,13,3,8,.375,1,4,.250,2,4,.500,2,3,.667,.536,0,0,0,0,1,0,0,1,10,5.8,-4.0,1,G-F,hieldbu01
8677,Buddy Hield,2024-01-05,31-019,IND,,ATL,W 150-116,,17,4,9,.444,1,1,1.000,3,8,.375,0,0,,.611,0,3,3,1,0,0,1,4,11,5.3,-10.1,9,G-F,hieldbu01
8678,Buddy Hield,2024-01-06,31-020,IND,,BOS,L 101-118,*,31,6,16,.375,3,6,.500,3,10,.300,0,0,,.469,0,2,2,3,0,0,0,3,15,7.7,-2.4,-5,G-F,hieldbu01
8679,Buddy Hield,2024-01-08,31-022,IND,,BOS,W 133-131,,25,6,11,.545,3,4,.750,3,7,.429,0,0,,.682,1,3,4,3,1,1,1,3,15,12.9,5.9,7,G-F,hieldbu01
8680,Buddy Hield,2024-01-10,31-024,IND,,WAS,W 112-104,,19,0,5,.000,0,2,.000,0,3,.000,0,0,,.000,1,2,3,4,0,0,1,1,0,-0.8,-13.1,12,G-F,hieldbu01
8681,Buddy Hield,2024-01-12,31-026,IND,@,ATL,W 126-108,,23,7,11,.636,3,5,.600,4,6,.667,0,0,,.818,0,3,3,2,0,3,2,3,18,14.3,6.8,14,G-F,hieldbu01
8682,Buddy Hield,2024-01-14,31-028,IND,@,DEN,L 109-117,*,28,6,13,.462,4,4,1.000,2,9,.222,2,2,1.000,.576,0,2,2,1,2,0,1,2,16,10.8,1.3,1,G-F,hieldbu01
8683,Buddy Hield,2024-01-15,31-029,IND,@,UTA,L 105-132,*,23,5,8,.625,2,3,.667,3,5,.600,1,1,1.000,.829,1,1,2,1,0,0,1,1,14,10.7,3.4,-24,G-F,hieldbu01
8684,Buddy Hield,2024-01-18,31-032,IND,@,SAC,W 126-121,*,36,4,9,.444,2,3,.667,2,6,.333,2,2,1.000,.607,0,5,5,8,1,1,1,2,12,14.3,3.9,5,G-F,hieldbu01
8685,Buddy Hield,2024-01-19,31-033,IND,@,POR,L 115-118,*,36,6,13,.462,0,2,.000,6,11,.545,0,0,,.692,1,5,6,7,1,1,1,4,18,17.5,9.7,11,G-F,hieldbu01
8686,Buddy Hield,2024-01-21,31-035,IND,@,PHO,L 110-117,*,31,6,10,.600,1,2,.500,5,8,.625,1,2,.500,.827,1,3,4,3,1,0,0,2,18,16.9,9.6,-20,G-F,hieldbu01
8687,Buddy Hield,2024-01-23,31-037,IND,,DEN,L 109-114,*,22,1,3,.333,1,1,1.000,0,2,.000,1,1,1.000,.436,0,1,1,1,2,1,0,1,3,4.6,2.0,-15,G-F,hieldbu01
8688,Buddy Hield,2024-01-25,31-039,IND,,PHI,W 134-122,*,26,4,6,.667,1,1,1.000,3,5,.600,0,0,,.917,0,3,3,2,2,0,1,1,11,11.3,7.7,23,G-F,hieldbu01
8689,Buddy Hield,2024-01-26,31-040,IND,,PHO,W 133-131,*,14,1,3,.333,1,1,1.000,0,2,.000,0,0,,.333,1,1,2,4,0,0,1,2,2,2.3,-5.4,-5,G-F,hieldbu01
8690,Buddy Hield,2024-01-28,31-042,IND,,MEM,W 116-110,*,19,1,8,.125,0,4,.000,1,4,.250,0,0,,.188,0,3,3,3,0,1,1,1,3,0.1,-14.5,0,G-F,hieldbu01
8691,Buddy Hield,2024-01-30,31-044,IND,@,BOS,L 124-129,*,36,5,9,.556,3,4,.750,2,5,.400,0,0,,.667,2,4,6,4,3,0,1,2,12,14.3,4.6,7,G-F,hieldbu01
8692,Buddy Hield,2024-02-01,31-046,IND,@,NYK,L 105-109,*,28,1,8,.125,0,1,.000,1,7,.143,0,0,,.188,1,1,2,0,1,2,0,2,3,0.4,-7.9,-10,G-F,hieldbu01
8693,Buddy Hield,2024-02-02,31-047,IND,,SAC,L 122-133,,28,7,13,.538,4,5,.800,3,8,.375,0,0,,.654,0,4,4,4,2,0,0,3,17,15.5,6.6,-10,G-F,hieldbu01
8694,Buddy Hield,2024-02-04,31-049,IND,@,CHO,W 115-99,,12,1,4,.250,0,1,.000,1,3,.333,0,0,,.375,0,1,1,0,0,0,0,1,3,0.5,-12.0,-6,G-F,hieldbu01
8695,Buddy Hield,2024-02-06,31-051,IND,,HOU,W 132-129,,24,5,7,.714,3,3,1.000,2,4,.500,0,0,,.857,0,3,3,6,0,0,1,2,12,12.4,5.2,11,G-F,hieldbu01
8696,Buddy Hield,2024-02-09,31-054,PHI,,ATL,L 121-127,*,40,8,21,.381,4,9,.444,4,12,.333,0,0,,.476,1,3,4,6,0,0,2,3,20,11.1,-6.1,-1,G-F,hieldbu01
8697,Buddy Hield,2024-02-10,31-055,PHI,@,WAS,W 119-113,*,36,9,16,.563,5,7,.714,4,9,.444,1,2,.500,.681,1,4,5,6,4,0,2,3,23,21.9,9.8,-2,G-F,hieldbu01
8698,Buddy Hield,2024-02-12,31-057,PHI,@,CLE,W 123-121,*,36,9,13,.692,4,5,.800,5,8,.625,1,1,1.000,.893,0,4,4,8,1,0,3,6,24,20.9,9.7,-2,G-F,hieldbu01
8699,Buddy Hield,2024-02-14,31-059,PHI,,MIA,L 104-109,*,44,8,15,.533,3,4,.750,5,11,.455,1,1,1.000,.712,0,3,3,10,2,0,5,4,22,18.0,5.4,-8,G-F,hieldbu01
8700,Buddy Hield,2024-02-22,31-067,PHI,,NYK,L 96-110,*,33,5,15,.333,1,6,.167,4,9,.444,0,0,,.467,0,2,2,6,1,1,2,2,14,9.2,1.7,-1,G-F,hieldbu01
8701,Buddy Hield,2024-02-23,31-068,PHI,,CLE,W 104-97,*,32,5,9,.556,2,3,.667,3,6,.500,0,0,,.722,1,4,5,1,0,0,1,5,13,8.3,-1.5,6,G-F,hieldbu01
8702,Buddy Hield,2024-02-25,31-070,PHI,,MIL,L 98-119,*,28,4,13,.308,1,4,.250,3,9,.333,0,0,,.423,1,1,2,4,0,0,2,0,11,5.3,-7.1,-8,G-F,hieldbu01
8703,Buddy Hield,2024-02-27,31-072,PHI,@,BOS,L 99-117,*,29,2,8,.250,0,1,.000,2,7,.286,0,0,,.375,0,2,2,4,0,0,1,4,6,2.0,-7.9,-24,G-F,hieldbu01
8704,Buddy Hield,2024-03-01,31-075,PHI,,CHO,W 121-114,*,32,5,11,.455,2,3,.667,3,8,.375,0,0,,.591,1,2,3,6,2,0,0,2,13,14.0,1.6,3,G-F,hieldbu01
8705,Buddy Hield,2024-03-03,31-077,PHI,@,DAL,W 120-116,*,28,4,11,.364,1,3,.333,3,8,.375,0,0,,.500,1,2,3,4,1,1,1,2,11,8.9,-0.3,6,G-F,hieldbu01
8706,Buddy Hield,2024-03-05,31-079,PHI,@,BRK,L 107-112,*,28,3,9,.333,1,6,.167,2,3,.667,5,5,1.000,.580,0,3,3,4,1,0,0,1,13,12.2,2.8,-10,G-F,hieldbu01
8707,Buddy Hield,2024-03-06,31-080,PHI,,MEM,L 109-115,*,31,6,17,.353,3,10,.300,3,7,.429,0,0,,.441,1,4,5,3,3,1,1,1,15,11.8,1.4,-4,G-F,hieldbu01
