Rk,Player,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
8708,Buddy Hield,2024-03-08,31-082,PHI,,NOP,L 95-103,*,25,2,10,.200,0,1,.000,2,9,.222,2,2,1.000,.368,0,2,2,2,2,1,2,3,8,3.3,-4.3,-15,G-F,hieldbu01
8709,Buddy Hield,2024-03-10,31-084,PHI,@,NYK,W 79-73,,26,6,9,.667,2,3,.667,4,6,.667,0,0,,.889,2,5,7,3,1,0,1,1,16,16.7,20.2,19,G-F,hieldbu01
8710,Buddy Hield,2024-03-12,31-086,PHI,@,NYK,L 79-106,,24,4,11,.364,3,4,.750,1,7,.143,0,0,,.409,1,3,4,4,0,1,1,1,9,6.6,-0.5,4,G-F,hieldbu01
8711,Buddy Hield,2024-03-14,31-088,PHI,@,MIL,L 105-114,,21,3,6,.500,0,2,.000,3,4,.750,0,0,,.750,0,0,0,2,0,1,1,3,9,5.9,0.8,2,G-F,hieldbu01
8712,Buddy Hield,2024-03-16,31-090,PHI,,CHO,W 109-98,,20,6,12,.500,4,6,.667,2,6,.333,0,0,,.583,0,2,2,2,0,0,1,1,14,8.6,-0.7,-5,G-F,hieldbu01
8713,Buddy Hield,2024-03-18,31-092,PHI,,MIA,W 98-91,,24,4,10,.400,2,3,.667,2,7,.286,2,2,1.000,.551,1,1,2,1,0,1,1,1,12,7.6,-2.3,-2,G-F,hieldbu01
8714,Buddy Hield,2024-03-20,31-094,PHI,@,PHO,L 102-115,,15,3,8,.375,2,3,.667,1,5,.200,0,0,,.438,1,1,2,0,0,0,0,0,7,3.6,-8.9,-17,G-F,hieldbu01
8715,Buddy Hield,2024-03-22,31-096,PHI,@,LAL,L 94-101,,13,2,6,.333,1,3,.333,1,3,.333,0,0,,.417,0,0,0,1,2,1,1,3,5,2.8,1.6,-9,G-F,hieldbu01
8716,Buddy Hield,2024-03-24,31-098,PHI,@,LAC,W 121-107,*,23,3,7,.429,0,1,.000,3,6,.500,0,0,,.643,1,3,4,2,0,0,1,2,9,6.5,-4.8,2,G-F,hieldbu01
8717,Haywood Highsmith,2023-11-01,26-327,MIA,,BRK,L 105-109,,22,3,5,.600,0,1,.000,3,4,.750,0,0,,.900,0,4,4,2,1,1,1,0,9,10.0,10.7,-9,F,highsha01
8718,Haywood Highsmith,2023-11-03,26-329,MIA,,WAS,W 121-114,*,22,3,4,.750,1,1,1.000,2,3,.667,0,0,,1.000,0,0,0,0,0,0,2,3,8,3.2,-6.0,10,F,highsha01
8719,Haywood Highsmith,2023-11-06,26-332,MIA,,LAL,W 108-107,*,22,2,6,.333,1,1,1.000,1,5,.200,0,0,,.417,0,1,1,0,1,1,0,2,5,2.8,-5.7,10,F,highsha01
8720,Haywood Highsmith,2023-11-08,26-334,MIA,@,MEM,W 108-102,*,27,5,7,.714,3,3,1.000,2,4,.500,2,2,1.000,.888,2,0,2,1,1,3,0,2,14,15.5,14.0,12,F,highsha01
8721,Haywood Highsmith,2023-11-11,26-337,MIA,@,ATL,W 117-109,*,34,3,13,.231,3,8,.375,0,5,.000,5,7,.714,.342,1,5,6,5,2,1,1,2,11,8.9,-4.5,10,F,highsha01
8722,Haywood Highsmith,2023-11-12,26-338,MIA,@,SAS,W 118-113,*,26,0,4,.000,0,1,.000,0,3,.000,0,0,,.000,1,3,4,1,0,0,0,3,0,-1.7,-15.6,-20,F,highsha01
8723,Haywood Highsmith,2023-11-14,26-340,MIA,@,CHO,W 111-105,*,33,5,8,.625,3,3,1.000,2,5,.400,0,0,,.750,1,3,4,2,5,2,0,1,12,17.4,11.3,6,F,highsha01
8724,Haywood Highsmith,2023-11-16,26-342,MIA,,BRK,W 122-115,*,23,2,5,.400,2,2,1.000,0,3,.000,2,2,1.000,.510,0,1,1,0,0,0,1,3,6,1.4,-13.8,3,F,highsha01
8725,Haywood Highsmith,2023-11-18,26-344,MIA,@,CHI,L 97-102,*,24,0,4,.000,0,1,.000,0,3,.000,0,0,,.000,1,2,3,0,3,0,4,1,0,-2.9,-13.9,20,F,highsha01
8726,Haywood Highsmith,2023-11-20,26-346,MIA,@,CHI,W 118-100,*,20,3,4,.750,2,3,.667,1,1,1.000,0,0,,.875,1,1,2,3,1,0,1,3,7,7.3,4.7,1,F,highsha01
8727,Haywood Highsmith,2023-11-22,26-348,MIA,@,CLE,W 129-96,*,25,4,6,.667,2,3,.667,2,3,.667,0,0,,.833,1,5,6,5,1,2,0,4,10,13.9,13.9,18,F,highsha01
8728,Haywood Highsmith,2023-11-24,26-350,MIA,@,NYK,L 98-100,*,24,1,6,.167,0,1,.000,1,5,.200,2,2,1.000,.363,0,3,3,3,2,0,2,1,5,3.8,-1.1,10,F,highsha01
8729,Haywood Highsmith,2023-11-25,26-351,MIA,@,BRK,L 97-112,*,15,3,7,.429,1,4,.250,2,3,.667,0,0,,.571,1,3,4,0,0,1,1,2,8,4.8,-1.5,-22,F,highsha01
8730,Haywood Highsmith,2023-11-30,26-356,MIA,,IND,W 142-132,*,15,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,1,1,1,0,0,1,4,2,-0.6,-9.0,-12,F,highsha01
8731,Haywood Highsmith,2023-12-02,26-358,MIA,,IND,L 129-144,*,3,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,1,1,0,-2.1,-48.2,-1,F,highsha01
8732,Haywood Highsmith,2023-12-16,27-007,MIA,,CHI,W 118-116,,14,1,2,.500,1,1,1.000,0,1,.000,0,1,.000,.410,1,0,1,1,0,0,0,2,2,1.2,-8.2,-10,F,highsha01
8733,Haywood Highsmith,2023-12-18,27-009,MIA,,MIN,L 108-112,,12,0,0,,0,0,,0,0,,0,0,,,1,0,1,1,1,1,1,2,0,1.3,-0.6,-10,F,highsha01
8734,Haywood Highsmith,2023-12-20,27-011,MIA,@,ORL,W 115-106,,30,5,12,.417,1,3,.333,4,9,.444,1,2,.500,.582,4,2,6,2,2,0,1,3,15,12.8,4.1,6,F,highsha01
8735,Haywood Highsmith,2023-12-22,27-013,MIA,,ATL,W 122-113,,10,2,6,.333,1,3,.333,1,3,.333,0,0,,.417,3,2,5,2,0,0,0,2,5,4.9,1.4,-4,F,highsha01
8736,Haywood Highsmith,2023-12-28,27-019,MIA,@,GSW,W 114-102,*,18,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,0,0,0,1,0,0,4,3,0.7,-6.7,4,F,highsha01
8737,Haywood Highsmith,2023-12-30,27-021,MIA,@,UTA,L 109-117,,26,1,5,.200,1,1,1.000,0,4,.000,2,2,1.000,.340,0,6,6,1,2,1,2,2,4,3.3,-5.3,4,F,highsha01
8738,Haywood Highsmith,2024-01-08,27-030,MIA,,HOU,W 120-113,,16,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,3,3,0,0,0,0,0,3,2.9,-3.0,-4,F,highsha01
8739,Haywood Highsmith,2024-01-10,27-032,MIA,,OKC,L 120-128,*,35,7,14,.500,2,7,.286,5,7,.714,0,0,,.679,2,3,5,2,1,0,0,2,19,15.9,3.8,-1,F,highsha01
8740,Haywood Highsmith,2024-01-12,27-034,MIA,,ORL,W 99-96,*,32,2,5,.400,1,2,.500,1,3,.333,2,2,1.000,.595,2,6,8,1,1,0,1,2,7,7.4,0.0,-5,F,highsha01
8741,Haywood Highsmith,2024-01-14,27-036,MIA,,CHO,W 104-87,,31,3,5,.600,2,4,.500,1,1,1.000,0,0,,.700,0,2,2,2,2,1,0,0,7,9.4,4.8,11,F,highsha01
8742,Haywood Highsmith,2024-01-15,27-037,MIA,@,BRK,W 96-95 (OT),,12,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,0,0,0,0,2,0,-1.9,-15.3,-16,F,highsha01
8743,Haywood Highsmith,2024-01-17,27-039,MIA,@,TOR,L 97-121,,12,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,2,1,3,0,0,1,0,0,2,3.4,-0.4,-19,F,highsha01
8744,Haywood Highsmith,2024-01-19,27-041,MIA,,ATL,L 108-109,,10,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,0,0,0,1,0,0,0,0,-0.4,-9.3,1,F,highsha01
8745,Haywood Highsmith,2024-01-21,27-043,MIA,@,ORL,L 87-105,,25,1,3,.333,0,2,.000,1,1,1.000,2,3,.667,.579,0,2,2,1,2,0,0,4,5,4.6,-1.0,-6,F,highsha01
8746,Haywood Highsmith,2024-01-24,27-046,MIA,,MEM,L 96-105,*,24,3,6,.500,1,2,.500,2,4,.500,0,0,,.667,1,3,4,1,2,1,1,1,8,8.6,5.2,-9,F,highsha01
8747,Haywood Highsmith,2024-01-25,27-047,MIA,,BOS,L 110-143,*,26,5,7,.714,1,3,.333,4,4,1.000,0,0,,1.000,1,2,3,1,0,0,1,3,14,10.9,2.0,-8,F,highsha01
8748,Haywood Highsmith,2024-01-27,27-049,MIA,@,NYK,L 109-125,*,21,3,5,.600,1,1,1.000,2,4,.500,0,0,,.800,1,3,4,2,0,2,0,2,8,9.3,7.7,4,F,highsha01
8749,Haywood Highsmith,2024-01-29,27-051,MIA,,PHO,L 105-118,*,15,1,3,.333,1,1,1.000,0,2,.000,1,1,1.000,.436,0,2,2,0,0,0,0,3,3,0.7,-11.1,-8,F,highsha01
8750,Haywood Highsmith,2024-01-31,27-053,MIA,,SAC,W 115-106,*,16,2,4,.500,2,3,.667,0,1,.000,0,0,,.500,1,1,2,1,0,0,1,1,4,2.3,-8.8,5,F,highsha01
8751,Haywood Highsmith,2024-02-02,27-055,MIA,@,WAS,W 110-102,*,15,2,6,.333,2,2,1.000,0,4,.000,0,0,,.333,1,1,2,0,0,0,1,2,4,-0.2,-14.1,1,F,highsha01
8752,Haywood Highsmith,2024-02-04,27-057,MIA,,LAC,L 95-103,*,27,2,5,.400,1,2,.500,1,3,.333,0,0,,.500,0,3,3,0,1,0,0,5,5,2.2,-6.4,-3,F,highsha01
8753,Haywood Highsmith,2024-02-06,27-059,MIA,,ORL,W 121-95,,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-5.1,2,F,highsha01
8754,Haywood Highsmith,2024-02-11,27-064,MIA,,BOS,L 106-110,,23,1,4,.250,1,3,.333,0,1,.000,0,0,,.250,3,0,3,0,2,0,0,4,2,2.1,-5.7,1,F,highsha01
8755,Haywood Highsmith,2024-02-13,27-066,MIA,@,MIL,W 123-97,,23,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,0,4,4,0,2,1,0,1,2,3.1,-4.3,4,F,highsha01
8756,Haywood Highsmith,2024-02-14,27-067,MIA,@,PHI,W 109-104,,36,5,13,.385,1,3,.333,4,10,.400,2,2,1.000,.576,1,1,2,1,2,1,1,1,16,11.9,1.2,6,F,highsha01
8757,Haywood Highsmith,2024-02-23,27-076,MIA,@,NOP,W 106-95,,19,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1.250,2,2,4,1,0,1,0,1,5,7.4,8.2,5,F,highsha01
8758,Haywood Highsmith,2024-02-26,27-079,MIA,@,SAC,W 121-110,,29,6,9,.667,3,4,.750,3,5,.600,0,0,,.833,3,1,4,0,3,1,0,3,15,16.0,9.4,-2,F,highsha01
8759,Haywood Highsmith,2024-02-27,27-080,MIA,@,POR,W 106-96,,6,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,2,2,0,0,1,1,2,2,0.5,-12.8,1,F,highsha01
8760,Haywood Highsmith,2024-03-02,27-084,MIA,,UTA,W 126-120,,19,1,5,.200,1,1,1.000,0,4,.000,0,0,,.200,0,1,1,0,0,1,0,1,2,-0.5,-16.5,0,F,highsha01
8761,Haywood Highsmith,2024-03-05,27-087,MIA,,DET,W 118-110,,11,1,2,.500,0,0,,1,2,.500,0,0,,.750,1,2,3,1,0,1,0,1,3,4.3,5.7,2,F,highsha01
8762,Haywood Highsmith,2024-03-07,27-089,MIA,@,DAL,L 108-114,,8,1,4,.250,1,2,.500,0,2,.000,0,0,,.250,0,2,2,1,0,0,0,0,2,0.9,-12.7,-4,F,highsha01
8763,Haywood Highsmith,2024-03-08,27-090,MIA,@,OKC,L 100-107,,5,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,0,1,0,0.3,-2.8,-4,F,highsha01
8764,Haywood Highsmith,2024-03-10,27-092,MIA,,WAS,L 108-110,,5,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,3,2.7,12.3,-2,F,highsha01
8765,Haywood Highsmith,2024-03-13,27-095,MIA,,DEN,L 88-100,,8,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,0,1,0,0.3,-3.8,-3,F,highsha01
8766,Haywood Highsmith,2024-03-15,27-097,MIA,@,DET,W 108-95,,5,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,-7.6,-6,F,highsha01
8767,Haywood Highsmith,2024-03-17,27-099,MIA,@,DET,W 104-101,*,25,1,6,.167,1,3,.333,0,3,.000,1,2,.500,.218,2,0,2,1,0,0,0,3,3,-0.3,-14.8,4,F,highsha01
8768,Haywood Highsmith,2024-03-18,27-100,MIA,@,PHI,L 91-98,*,26,4,7,.571,1,1,1.000,3,6,.500,0,2,.000,.698,0,5,5,2,0,0,1,0,11,8.8,3.2,-18,F,highsha01
8769,Haywood Highsmith,2024-03-20,27-102,MIA,@,CLE,W 107-104,,5,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,1,1,2,0,0,0,0,0,2,2.7,7.6,-5,F,highsha01
8770,Haywood Highsmith,2024-03-22,27-104,MIA,,NOP,L 88-111,,22,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,1,2,3,3,0,0,0,1,0,0.9,-9.4,-12,F,highsha01
8771,Haywood Highsmith,2024-03-24,27-106,MIA,,CLE,W 121-84,,25,7,10,.700,3,6,.500,4,4,1.000,0,0,,.900,2,3,5,2,1,0,0,1,18,18.1,16.8,13,F,highsha01
8772,Nate Hinton,2023-11-04,24-149,HOU,,SAC,W 107-89,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.0,0,G,hintona01
8773,Nate Hinton,2023-11-06,24-151,HOU,,SAC,W 122-97,,7,2,4,.500,0,2,.000,2,2,1.000,0,0,,.750,0,0,0,0,0,0,0,1,6,3.6,4.1,-11,G,hintona01
8774,Nate Hinton,2023-11-29,24-174,HOU,@,DEN,L 124-134,,6,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,1,0,1,0,0,0,0,0,3,3.4,11.8,7,G,hintona01
8775,Nate Hinton,2023-12-02,24-177,HOU,@,LAL,L 97-107,,3,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,2,2,0,0,0,0,1,0,-0.5,-20.8,8,G,hintona01
8776,Nate Hinton,2023-12-22,24-197,HOU,,DAL,W 122-96,,10,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,1,1,2,1,0,0,1,3,3,0.8,-7.0,-5,G,hintona01
8777,Nate Hinton,2024-01-26,24-232,HOU,@,CHO,W 138-104,,7,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,3,3,1,0,1,1,2,2,1.5,-7.1,-3,G,hintona01
8778,Nate Hinton,2024-01-29,24-235,HOU,,LAL,W 135-119,,0,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.2,-3,G,hintona01
8779,Nate Hinton,2024-01-31,24-237,HOU,,NOP,L 99-110,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-10.4,2,G,hintona01
8780,Nate Hinton,2024-02-02,24-239,HOU,,TOR,W 135-106,,4,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,0,1,0,0,0,2,2.0,5.0,1,G,hintona01
8781,Nate Hinton,2024-02-04,24-241,HOU,@,MIN,L 90-111,,4,1,2,.500,0,0,,1,2,.500,2,2,1.000,.868,0,1,1,2,0,0,0,1,5,5.3,38.2,7,G,hintona01
8782,Nate Hinton,2024-02-14,24-251,HOU,@,MEM,L 113-121,,15,3,5,.600,1,2,.500,2,3,.667,2,3,.667,.791,1,2,3,2,1,1,0,2,10,10.9,16.8,13,G,hintona01
8783,D'Moi Hodge,2023-11-04,24-319,LAL,@,ORL,L 101-120,,4,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,0,0,0,0,0,0,1,0,-1.8,-31.1,-3,G,hodgedm01
8784,D'Moi Hodge,2023-11-08,24-323,LAL,@,HOU,L 94-128,,10,1,3,.333,1,1,1.000,0,2,.000,1,2,.500,.387,0,0,0,1,0,1,1,1,3,0.9,-11.2,-4,G,hodgedm01
8785,D'Moi Hodge,2023-11-15,24-330,LAL,,SAC,L 110-125,,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.3,-4,G,hodgedm01
8786,D'Moi Hodge,2023-11-27,24-342,LAL,@,PHI,L 94-138,,8,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,0,0,1,0,0,0,1,3,1.6,-4.0,-17,G,hodgedm01
8787,D'Moi Hodge,2023-11-29,24-344,LAL,@,DET,W 133-107,,5,1,3,.333,0,1,.000,1,2,.500,0,0,,.500,0,0,0,0,1,0,0,1,3,1.9,0.9,-7,G,hodgedm01
8788,D'Moi Hodge,2023-11-30,24-345,LAL,@,OKC,L 110-133,,4,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-18.6,-5,G,hodgedm01
8789,D'Moi Hodge,2023-12-15,24-360,LAL,@,SAS,L 115-129,,8,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,0,0,0,3,0,0,0,0,5,5.8,11.6,5,G,hodgedm01
8790,Aaron Holiday,2023-10-25,27-025,HOU,@,ORL,L 86-116,,5,0,3,.000,0,2,.000,0,1,.000,0,0,,.000,0,0,0,0,0,0,0,0,0,-2.1,-31.1,-9,G,holidaa01
8791,Aaron Holiday,2023-11-01,27-032,HOU,,CHO,W 128-119,,11,2,2,1.000,0,0,,2,2,1.000,0,0,,1.500,0,1,1,1,0,0,1,1,6,5.0,5.6,-1,G,holidaa01
8792,Aaron Holiday,2023-11-04,27-035,HOU,,SAC,W 107-89,,19,0,4,.000,0,2,.000,0,2,.000,0,0,,.000,1,2,3,0,0,0,1,1,0,-2.9,-17.9,-1,G,holidaa01
8793,Aaron Holiday,2023-11-06,27-037,HOU,,SAC,W 122-97,,21,6,6,1.000,6,6,1.000,0,0,,1,1,1.000,1.009,0,3,3,1,1,0,2,1,13,11.4,3.2,16,G,holidaa01
8794,Aaron Holiday,2023-11-08,27-039,HOU,,LAL,W 128-94,,23,3,6,.500,2,4,.500,1,2,.500,0,0,,.583,0,2,2,3,0,0,0,3,7,5.5,-1.4,12,G,holidaa01
8795,Aaron Holiday,2023-11-10,27-041,HOU,,NOP,W 104-101,,14,1,5,.200,0,2,.000,1,3,.333,2,2,1.000,.425,0,0,0,2,1,0,0,0,5,4.3,2.1,8,G,holidaa01
8796,Aaron Holiday,2023-11-12,27-043,HOU,,DEN,W 107-104,,17,2,8,.250,1,3,.333,1,5,.200,0,0,,.313,0,2,2,2,0,0,0,1,5,1.8,-8.9,8,G,holidaa01
8797,Aaron Holiday,2023-11-17,27-048,HOU,@,LAC,L 100-106,,18,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,0,1,1,2,1,0,0,2,5,5.6,5.7,9,G,holidaa01
8798,Aaron Holiday,2023-11-19,27-050,HOU,@,LAL,L 104-105,,15,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,0,0,5,0,0,1,4,0,-1.2,-12.7,2,G,holidaa01
8799,Aaron Holiday,2023-11-20,27-051,HOU,@,GSW,L 116-121,,28,4,5,.800,1,1,1.000,3,4,.750,2,3,.667,1.028,0,4,4,1,4,0,0,3,13,15.4,12.1,8,G,holidaa01
8800,Aaron Holiday,2023-11-22,27-053,HOU,,MEM,W 111-91,,17,3,6,.500,2,2,1.000,1,4,.250,0,0,,.583,0,3,3,2,0,0,0,3,7,5.1,-1.3,2,G,holidaa01
8801,Aaron Holiday,2023-11-24,27-055,HOU,,DEN,W 105-86,,15,3,4,.750,2,3,.667,1,1,1.000,0,0,,.875,0,0,0,0,1,1,0,2,7,6.3,9.4,2,G,holidaa01
8802,Aaron Holiday,2023-11-28,27-059,HOU,@,DAL,L 115-121,,21,3,8,.375,1,4,.250,2,4,.500,0,0,,.500,1,3,4,4,0,0,1,3,8,5.8,-2.5,-6,G,holidaa01
8803,Aaron Holiday,2023-11-29,27-060,HOU,@,DEN,L 124-134,*,35,4,10,.400,4,5,.800,0,5,.000,1,1,1.000,.431,0,3,3,5,0,0,0,2,9,7.2,-10.1,-16,G,holidaa01
8804,Aaron Holiday,2023-12-02,27-063,HOU,@,LAL,L 97-107,,14,5,6,.833,4,4,1.000,1,2,.500,0,0,,.917,1,0,1,3,0,0,0,2,11,10.8,16.6,6,G,holidaa01
8805,Aaron Holiday,2023-12-06,27-067,HOU,,OKC,W 110-101,,27,8,13,.615,2,6,.333,6,7,.857,0,0,,.846,1,5,6,4,1,0,0,3,22,20.9,19.2,-5,G,holidaa01
8806,Aaron Holiday,2023-12-08,27-069,HOU,@,DEN,W 114-106,,16,3,5,.600,1,3,.333,2,2,1.000,0,1,.000,.735,0,1,1,1,0,0,2,1,8,3.9,-1.6,19,G,holidaa01
8807,Aaron Holiday,2023-12-11,27-072,HOU,,SAS,W 93-82,,15,1,6,.167,0,1,.000,1,5,.200,4,4,1.000,.451,1,1,2,0,0,0,0,2,7,3.4,-2.2,14,G,holidaa01
8808,Aaron Holiday,2023-12-13,27-074,HOU,,MEM,W 117-104,,14,2,6,.333,0,3,.000,2,3,.667,0,0,,.500,0,0,0,2,0,1,1,2,6,2.9,0.3,-9,G,holidaa01
8809,Aaron Holiday,2023-12-15,27-076,HOU,@,MEM,W 103-96,,19,1,5,.200,0,2,.000,1,3,.333,1,1,1.000,.368,1,1,2,0,1,1,0,1,4,3.2,-3.4,7,G,holidaa01
8810,Aaron Holiday,2023-12-17,27-078,HOU,@,MIL,L 119-128,,13,0,3,.000,0,2,.000,0,1,.000,0,0,,.000,0,1,1,2,1,0,2,2,0,-2.2,-20.5,-3,G,holidaa01
8811,Aaron Holiday,2023-12-18,27-079,HOU,@,CLE,L 130-135 (OT),,17,5,9,.556,3,4,.750,2,5,.400,2,2,1.000,.709,1,1,2,0,0,0,0,4,14,9.1,1.9,2,G,holidaa01
8812,Aaron Holiday,2023-12-20,27-081,HOU,,ATL,L 127-134,,26,3,8,.375,1,3,.333,2,5,.400,0,0,,.500,0,2,2,0,0,0,2,1,8,1.8,-13.5,2,G,holidaa01
8813,Aaron Holiday,2023-12-22,27-083,HOU,,DAL,W 122-96,,15,1,3,.333,0,0,,1,3,.333,0,0,,.500,0,3,3,0,0,0,2,0,3,0.2,-9.5,-5,G,holidaa01
8814,Aaron Holiday,2023-12-23,27-084,HOU,@,NOP,W 106-104,,15,1,2,.500,0,0,,1,2,.500,2,2,1.000,.868,0,1,1,1,1,0,1,0,5,5.0,4.3,2,G,holidaa01
8815,Aaron Holiday,2023-12-26,27-087,HOU,,IND,L 117-123,,25,6,10,.600,3,4,.750,3,6,.500,0,0,,.750,0,3,3,1,1,0,1,1,15,11.6,4.2,9,G,holidaa01
8816,Aaron Holiday,2023-12-27,27-088,HOU,,PHO,L 113-129,,24,4,13,.308,1,5,.200,3,8,.375,2,2,1.000,.468,0,2,2,2,0,0,2,2,13,4.7,-9.0,-3,G,holidaa01
8817,Aaron Holiday,2023-12-29,27-090,HOU,,PHI,L 127-131,,15,2,6,.333,2,4,.500,0,2,.000,0,0,,.333,1,1,2,3,2,0,3,2,4,1.9,-11.5,-5,G,holidaa01
8818,Aaron Holiday,2024-01-01,27-093,HOU,,DET,W 136-113,,11,0,3,.000,0,2,.000,0,1,.000,0,0,,.000,1,2,3,4,0,0,0,1,0,1.6,-8.7,8,G,holidaa01
8819,Aaron Holiday,2024-01-03,27-095,HOU,,BRK,W 112-101,,14,1,5,.200,0,2,.000,1,3,.333,0,0,,.300,0,1,1,3,0,0,1,2,3,0.5,-11.2,-5,G,holidaa01
8820,Aaron Holiday,2024-01-05,27-097,HOU,,MIN,L 95-122,,19,2,3,.667,1,2,.500,1,1,1.000,0,0,,.833,0,2,2,2,0,0,0,0,5,5.7,1.7,-14,G,holidaa01
8821,Aaron Holiday,2024-01-06,27-098,HOU,,MIL,W 112-108,,21,4,7,.571,1,2,.500,3,5,.600,0,0,,.786,0,1,1,0,0,0,2,1,11,5.6,-0.9,3,G,holidaa01
8822,Aaron Holiday,2024-01-08,27-100,HOU,@,MIA,L 113-120,,23,2,6,.333,1,1,1.000,1,5,.200,3,3,1.000,.546,0,4,4,1,1,0,0,2,8,6.7,-1.8,10,G,holidaa01
8823,Aaron Holiday,2024-01-10,27-102,HOU,@,CHI,L 119-124 (OT),,11,1,3,.333,1,2,.500,0,1,.000,2,2,1.000,.515,1,1,2,0,2,0,2,0,4,3.3,-2.0,-1,G,holidaa01
8824,Aaron Holiday,2024-01-12,27-104,HOU,@,DET,W 112-110,,3,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,-8.5,-9,G,holidaa01
8825,Aaron Holiday,2024-01-13,27-105,HOU,@,BOS,L 113-145,,9,2,6,.333,2,3,.667,0,3,.000,1,2,.500,.363,0,0,0,1,0,0,0,0,5,1.9,-10.1,-13,G,holidaa01
8826,Aaron Holiday,2024-01-15,27-107,HOU,@,PHI,L 115-124,,6,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,1,0,0,0,0,0,0.3,-9.6,-5,G,holidaa01
8827,Aaron Holiday,2024-01-17,27-109,HOU,@,NYK,L 94-109,,4,0,0,,0,0,,0,0,,0,0,,,0,1,1,1,0,0,0,0,0,1.0,-0.6,4,G,holidaa01
8828,Aaron Holiday,2024-01-20,27-112,HOU,,UTA,W 127-126 (OT),,9,2,2,1.000,2,2,1.000,0,0,,2,2,1.000,1.042,0,0,0,0,3,0,0,2,6,7.6,20.8,-1,G,holidaa01
8829,Aaron Holiday,2024-01-21,27-113,HOU,,BOS,L 107-116,,27,5,8,.625,3,3,1.000,2,5,.400,0,0,,.750,0,4,4,5,1,0,2,4,12,10.5,3.1,5,G,holidaa01
8830,Aaron Holiday,2024-01-24,27-116,HOU,,POR,L 131-137 (OT),,30,2,4,.500,0,1,.000,2,3,.667,6,6,1.000,.904,0,3,3,2,1,0,0,0,12,13.3,2.4,4,G,holidaa01
8831,Aaron Holiday,2024-01-26,27-118,HOU,@,CHO,W 138-104,,19,4,6,.667,2,2,1.000,2,4,.500,0,0,,.833,0,1,1,6,0,0,2,2,10,9.1,2.9,12,G,holidaa01
8832,Aaron Holiday,2024-01-27,27-119,HOU,@,BRK,L 104-106,,18,3,6,.500,3,6,.500,0,0,,0,0,,.500,1,2,3,1,0,0,2,2,6,2.2,-7.0,1,G,holidaa01
8833,Aaron Holiday,2024-01-31,27-123,HOU,,NOP,L 99-110,,17,0,4,.000,0,0,,0,4,.000,0,0,,.000,1,0,1,1,0,0,0,1,0,-1.8,-16.5,9,G,holidaa01
8834,Aaron Holiday,2024-02-02,27-125,HOU,,TOR,W 135-106,,12,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,0,0,2,1,0,2,1,3,2.0,-1.8,-1,G,holidaa01
8835,Aaron Holiday,2024-02-04,27-127,HOU,@,MIN,L 90-111,,16,1,3,.333,1,2,.500,0,1,.000,3,3,1.000,.579,0,2,2,2,2,0,1,3,5,5.1,0.7,10,G,holidaa01
